,Comment
805,"Ai xem lại thì nổi da gà như tôi ko???
23/12/2019"
806,26-10-2019. Xem lại vẫn thấy rưng rưng nước mắt
807,Mê video này ghê luôn.xem hoài 
808,Xem lại vẫn cảm xúc quá các bạn ơi
809,Mặc dù đã từng kh đc chiến thắng. NHƯNG bây giờ mọi ng đã làm đc kiệt tích rùi
810,nghe từ k thể tin nổi tôi thấy rất tư hào khi đc sống ở 1 nơi có nhìu cảm xúc như vây
811,02:13 Cứ MỘT MÌNH mãi vậy nhưng mà cũng quen rồi 
812,27/8 19h30 tối nay. Việt Nam - Syria  tứ kết Asiad. Viết tiếp trang sử vàng nào 
813,30/10/2019 cảm xúc vẫn như ngày ấy
814,"Clip lm rất hay,ddax coi đi coi lại nhiều lần mà vẫn tự hào vl"
815,Đã vô địch sea games :)
816,Anh Phí huyền thoại 1 thời bắt bóng đẳng cấp vũ trụ  
817,24/11 có ai còn xem lại ko thật là xúc động
818,2019 xem mà vẫn rưng rưng nc mắt
819,"Thề ,coi clip này cả chục lần vẫn khóc :33"
820,5:35 Cơ hội vẫn còn dứt điểm đi vàooooo<3 Nổi da gà
821,Cảm giác còn nguyên vẹn 
822,"việt nam đã đứng lên mạnh mẽ, cảm ơn những chàng trai áo đỏ"
823,Đang coi Hàn Quốc đá với Úc cái bay dô đây coi lại cho vui :v
824,Coi di coi lại clip hàng chục lần mõi khi có đề xuất ... Nhưng cảm giác sung sướng vui mừng rung mình và xúc động vẫng thế ... Khi mõi lần xem đều chung 1cảm xúc ... Việt Nam Vô Địch .
825,Xem mà nổi hết cả da gà
826,5.6.2019 quay lại cmt sau khi VN lại tiếp tục thắng Thái Lan 1-0 : ))). Lưu lại khoảnh khắc để khi xem lại clip còn nhớ.
827,"K hy vọng vn sẽ vô địch seagame, chỉ hy vọng toàn đội với các cầu thủ giữ được sự nhiệt huyết, máu lửa thi đấu hết mình vậy là quả đủ rồi. Càng hy vọng thì càng tạo sức ép với tất cả cầu thủ vs hlv chỉ cần họ cố gắng là đc."
828,Xem lại vẫn nỗi da gà quá tuyệt vời
829,2022 nhưng tôi vẫn thích xem
830,T coi mà t khóc vì tự hào quá
831,3/12/2019 hay quá các anh ơi 
832,coi lại cả chục lần k chán
833,xem lại hồi hợp tim muốn ngừng đập
834,Giờ xem lại vẫn thấy nghẹn ngào
835,"Càng xem thì t chỉ càng căm thù cái lũ hâm mộ phong trào.
Chính chúng nó đã giết chết 1 nửa con người của BTD ."
836,25.10.2019 xem lại vẫn mừng rớt nước mắt 
837,khi nào các bạn như lứa này mới trở lại với chúng ta lần nữa
838,Tôi rất muốn chiến công này của U23 Việt Nam sẽ bị lu mờ đi... bị lu mờ bởi một chiến khác còn vĩ đại hơn của Bóng Đá VN
839,càng xem càng thấy thương mấy anh ấy
840,tôi không đam mê bóng đá tôi biết đến đội tuyển vn qua trận u23. tôi không biết tầm quan trọng của các giải đâu nói chung là chả biết cc gì về bóng đá. NHƯNG k hiểu sao mỗi lần xem vn đá tôi lại thấy căng thẳng vcl. nói chung là tôi yêu các anh tôi tự hào về các anh và cảm ơn các anh vì đã hi sinh đóng góp cho đất nước vn này
841,21/10/2019 xem lại và xúc động VIỆT NAM tuyệt vời quá ️
842,Thật xúc động dù đã xem nhiều lần
843,bàn thắng của uz đẹp thế
844,Vẫn rưng nước mắt khi xem lại
845,Video của bạn hay lắmGOOD
846,sự yếu kém của Huấn luyện viên đã làm cho u22 thất bại thảm hại tại seagame
847,"Tôi đã k tua 1 giây nào, và đã khóc vì cảm động, khóc vì tự hào "
848,"Vẫn nổi da gà,  có cảm giác như vừa mới xem truc tiep xong 18/10/2019"
849,5/12 Vietnam vs thailand. Ai tin vn sẽ thắng cho 1 like 
850,Hôm nay xem lại vẫn rưng rưng lệ.
851,Sau này t sẽ kể cho con cháu t nghe về chiếc video khiến t mất nước mắt mỗi lần nhấn play này...
852,có ai thấy trận VN- Iraq Phan Văn Đức đều thực hiện cú sút giống trận gặp Campuchia mới đây ko?
853,Đúng là cầu thủ giỏi không bằng hlv giỏi...cùng 1 đội bóng như nhau nhưng khác hlv cho ra 2 kết quả khác nhau
854,19/10/2019.. Cảm xúc vẫn vậy
855,Xem đi xem lại vẫn thấy lâng lâng
856,19/10/2019 vẫn cảm động
857,Có ai coi  ngày 23/11/2019  mà vẫn thấy hồi hộp ko
858,Tôi đã khóc khi xem video này. Cảm xúc ấy vẫn còn đấy sau mỗi lần xem...
859,Giờ xem lại mà nước mắt vấn rớt
860,Cảm  ơn  các  bạn. ..
861,Tôi nhớ những cơn bão mang cờ đỏ sao vàng năm ấy quá thiệt sự nổi da gà 
862,15/10/2019 nằm xem lại mà vẫn xúc động như mới ngày hôm qua
863,"Năm nay khác rùi nhé, Thái cứ chờ đấy, năm nay Việt Nam sẽ lấy lại tất cả những j đã mất ở seagame 29"
864,Nay 15/10/2019.Xem lại lần thứ en nờ mà vẫn rơi nước mắt
865,Đã Biết Dắt Xe Ra Đường Đi Bão Khi Việt Nam Chiến Thắng Thỳ Đừng Quay Lưng Với Họ Khi Thất Bại
866,"30/11/2018 còn ai xem lại không , xúc động quá các bạn à"
867,Xem lại vẫn còn nhìu cảm Xúc lắm
868,"10 năm sau 
Con tôi hỏi về bóng đá Việt Nam 
"" Ngồi xuống đây, ba sẽ kể cho con nghe về 1 Huyền Thoại "" ."
869,Mãi đỉnh xem k chán
870,Hay quá xem bao nhiêu lần vẫn ko chán.
871,Sea Games 30 Việt Nam vô địch nhé
872,"Tụi bây ơi ở phía xa xa, xa tận chân trời, mà gần ngay trước mắt, ngay tầm mắt của chúng ta 9:08, 10:39 bóng dáng ai kia kia kìa hóng hớt bỏ khung thành đi coi kìa
Tự hào quá Việt Nam ơi !!!
🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳"
873,Vn chỉ có các ah u23 này là vô địch thôi nhưng các sh rất tội nghiệp vì gặp những khó khăn và trắc trở(ý kiến riêng gạch đá tớ nhận hết cứ bình luận tớ chịu)
874,Xem lại bnh lần cũng k cầm nổi nước mắt
875,6:32 một cảm giác thật Yomost
876,Công toàn đội ... xong qua cái vụ tuyết trắng thường châu này Hải với Dũng bùi tiến là 2 tay gặt dc nhiều lúa nhất
877,10/12/2019 Việt Nam vô địch SeaGame
878,Sao tôi khoái công phượng đá thế xem thích
879,mong là việt nam được tham dự wordlcup ae hãy hô to việt nam nha
880,1 clip rất hay cám ơn bạn rất nhìu lần đầu tiên đội nhà thua mà vẫn vuj
881,VN hay quá  súc động luôn :)))))
882,Đấy là do tư duy của hlv đã dạy cho đtvn thành công như bây giờ
883,dù việt nam có thua cũng ko sao nếu như đó là người việt nam
884,19/10/2019 ai còn xem k. Vẫn cứ là nổi da gà ️️
885,Tiên dung rat dăng cấp. Toi luon yêu ban trong moi tinh huống
886,"25/11/2018 ai còn xem, thực sự rất nhiều cảm xúc"
887,20/10 coi còn muốn khóc á
888,"Vòng loại WC hòa thái , lụm lúa ma lai , hốt sát indo , tuyệt , còn hằng uae vài bữa nữa lụm luôn là chắc vé vào vòng trong"
889,Tiếc là lịch sử k lặp lại khi vài ngày nữa jordan vs uae hoà có tỷ số thì mọi cố gắng của vn sẽ là con số 0
890,Coi mấy lần r mà lần nào cũng nổi da gà
891,VN đúng là đỉnh cao.Long phi đao ko bằng đội tao đá bóng
892,"VN vô địch AFF cup ae ơi, thích thì like tui "
893,Cảm xúc khi ấy vẫn còn nguyên
894,Xem lại muốn khóc vậy !!!
895,xem video xong nghẹn cứng hết cổ ~~
896,1:11  nhìn thương phượng vs trường quá
897,sắp được xem U23 nữa rồi ae :v
898,6/6/2019: Khi xem clip này tớ vẫn khóc
899,xem cai này bao lần rùi mà vẫn khóc
900,"Lại lập kỳ tích ở Asiad 2018 nhưng lại đứng hạng tư là tốt rồi để đủ sức sẵn sàng aff cup 2018
Các trận đấu : 
VÒNG BẢNG
U23 VN 3-0 U23 Pakistan"
901,Giờ xem lại vẫn còn sướng
902,"Một vedeo khá khi về sự lột xác, cũng con người như vậy nhưng khác huấn luyên viên thì cuộc chiến đã khác"
903,Nhưng vào chung kết đáng tiết cho Vn
904,Huấn luyện viên hữu thắng toạch. việt nam có ông pak phát auto vô địch 
905,Không biết những năm vn ra sao nhưng những năm về đây vn đã khác
906,26/03/2019 Việt Nam đã thắng Thái Lan 4-0 :V vào xem lại clip để tăng thêm niềm vui :3
907,Xem lại vẫn thấy nổi da gà ông giáo ạ
908,"như Phượng đã nói trong video này: "" chắc chắn bọn em sẽ thành công trong tương lai! """
909,Sau 2 năm sea games 30 đã đến và cái kết
910,Coi lại mới thấy BTD xuất sắc thế nào thế mà giờ lại bị dư luận cổ động viên dèm pha để rồi lại sẽ thành version 2 của Phí Minh Long
911,"1/12/2019 ai xem hong 
VN vô địch ️"
912,"Liệu Asia cup tới đây các cầu thủ có lại bị chỉ trích, áp lực của nhm rồi mất tinh thần k ? Liệu ông park còn ở lại vs chúng ta k ? Mong rằng nó đừng xảy ra"
913,Rơi nước mắt :)))
914,19/11/2019 xem lại mà cảm xúc vẫn y nguyên
915,mong btd sẽ luyện tậo nhều hơn để lấy lại phong độ để đc bắt chín chứ bi sơ sót mà ra z thấy tội
916,Kỳ tích thường châu là món quà ông trời tặng sau thất bại tại u 23 dna vs ô Park tặng
917,"bạn cập nhật lich nhanh quá,hay ,mong  u23 se  vo dich nhu u22"
918,nói thiệt lòng là: lúc thầy park mới đến với bóng đá vn tôi nghĩ thầy park sẽ k làm dc gì cho bđ vn đâu nhưng......vn đã thành công và vang danh khắp năm châu bốn bể .«em xin lỗi thầy vì lúc đầu đã nghĩ sai về thầy».2/12    6/12 mong dtvn vượt qua bk aff cup và vào ck lấy luôn cái cup và k bị thủng lưới bàn nào.VIỆT NAM VÔ ĐỊCH aff cup 2018
919,"Chỉ trong vài tháng thầy Park đã biến một đội quân rệu rã thành một binh đoàn bách chiến bách thắng, khó tin thật."
920,"xem lại nhớ Bùi Tiến Dũng GK,ở đây em được họ xem như người hùng của đội tuyển, nhưng chỉ sau vài tháng họ đã quay lưng chỉ trích trêu chọc em,họ lật mặt nhanh hơn lật bàn tay chỉ thương các em."
921,Mùa giải lịch sử... xem mà rưng rưng nước mắt. Chưa bao giờ bóng đá việt nam có một muag giải cảm xúc đến như vậy
922,"Hôm nay 10/8/2019 xem lại những hình ảnh các trận đấu của  U23 mà nước mắt vẫn tuôn rơi, yêu mến, khâm phục và tự hào lắm các chàng trai!"
923,Sắp U23 Châu Á 2020 và Sea Games 30 r ai còn quay lại đây coi điểm danh nào
924,Một giải đấu đầy cảm xúc với u23 Việt Nam.  Mãi 
925,"Lứa này vn mạnh vkl ra. Thật sự là mạnh hơn thái rất nhiều. Chỉ có điều HLV vn dở quá, ông thủ môn ngáo đá, tâm lý yếu. Chứ các vị trí còn lại rất giỏi,"
926,19h58p ngày 9/12 còn ai xem và cảm thấy vui và hạnh phúc khi mình là người VN ko ???
927,Đến h xem lại vẫn thx xúc động thật sự quá xuất sắc 
928,Mỗi lần xem lại tôi đều nổi da gà cảm thấy khâm phục ý trí của con người VIỆT NAM
929,4/12/2019 tôi đã khóc
930,Kỷ niệm về u23 Châu Á năm 2018 không thể nào quên.sau khi giải kết thúc tôi nhập ngũ.hi vọng 2020 sẽ có 1 kỷ niệm đẹp nữa
931,🇻🇳🇻🇳🇻🇳🇻🇳
932,Nhữg fan phong trào đã chửi rũa giờ đây u23 vào trung kết u23 châu Á tuy ko vô địch nhưng như đã vô địch.làm ơn xin các fan phog trào mai mốt đây có thắng thua gì cũng đừng chửi.hãy yêu bằng trái tim của các bạn .bóng đá có thắng thua là vay
933,"15/09/2019 lâu lâu lại vào xem u23 các bạn ạ , sự quyết tâm của các a và cản phá penalty thần sầu của BTD , tự hào lắm u23 Việt Nam!"
934,mỗi lần xem lại clip này là một trời cảm xúc cứ ùa về như nghẹn ở cổ. Cảm ơn các chàng trai vĩ đại của bóng đá VN quê hương ta!
935,Đây là clip có ý nghĩa nhất mình từng xem
936,Đến giờ coi vẫn xúc động Cố lên Việt Nam🇻🇳
937,Nói thật nếu không có thủ môn Bùi Tiến Dũng thì làm gì có bây giờ mà những người nói chuyện không suy nghĩ lại nói là thằng Thanh Hoá 
938,"T là ng Việt Nam, chết vẫn là ma việt nam ... T yêu tổ quốc"
939,Tới h xem lại vẫn cảm xúc đó tự hào quá Việt Nam ơi
940,Có ai thỉnh thoảng mở ra xem lại như tôi không . Rùng mình
941,Ngày 7/12 vẫn xem da gà vẫn nổi 
942,Gần 2 năm rồi coi lại vẫn rùng mình
943,Lúc trước thua seagame 29 nhưng giờ đã thắng seagame 30 ròi nha
944,"lúc họ may mắn đem vinh quang về cho đất nước thì cùng nhau tung hô họ, cùng nhau đưa họ lên 1 tầm cao vĩ đại. nhưng đến khi họ xui và không mang lại vinh quang cho đất nước thì ai ai cũng đều chê bai, chỉ trích nói đủ điều về họ và kéo họ từ trên cao xuống dưới vực thẩm giống như việc thủ môn Bùi Tiến Dũng... thấy có đáng không?"
945,hay lắm bạn ơi thật tuyệt vời
946,Quang hải là người ghi bàn nhiều nhất
947,Xem lại mà vẫn nổi da gà ae ạ
948,Nhìn phượng buồn màu đau lòng quá
949,Toang rồi ông giáo ạ. Có ai xem đội u23 với triều tiên rồi vào đây xem lại k
950,Mỗi lần xem lại là tìm cứ run lên từng hồi.
951,Vừa xem Việt Nam! Vô địch segame 30 ai như t k ?
952,Tui xem tu luc đá vòng bảng voi Korea. Rủ bạn di xem ko ai xem. Và u23 chúng ta đã làm nên kỳ tích
953,Xem xong muốn khóc
954,coi lại vẫn thấy sướng
955,Việt Nam cố lên
956,"đội ko có cho công phượng, văn toàn vào đá là vô địch là điều dễ hiểu"
957,Dẫu vn có thua đi nữa thì đừng chê bai họ nhé
958,15 tây tôi tin rằng VN sẽ vô địch giải bóng đá aff
959,2/4/2022 xem lại vẫn thấy nổi da gà
960,"Tối nay vn đá với thái lan tại vl u23 châu á nè mn
ai ủng hộ vn win ko (bắt buộc mình phải win để đi tiếp để còn tạo kì tích đấy)
8h tối nay đá nhé"
961,"Xem lại vẫn xúc động, tự hào quá việt nam ơi!"
962,"Xem đi xem lại hoài mà mỗi lần xem lòng lại rưng rưng,cảm xúc thật ngot ngào,u23 vn"
963,Pha đầu tiên của thủ môn như báb độ
964,Chúng ta đang dần trả đũa cám ơn ông thầy Park Hang Seo <3
965,Ai tin hôm nay VN sẽ vô địch
966,2019 ai còn xem?Ai có giống như mình xem lại vẫn hồi hộp?
967,"Sau mỗi lần tui xem lại nước mắt tui cứ rơi, yêu lắm VN ơi"
968,Quá chuẩn khi nói bàn thắng gỡ hòa 2-2 của quang hải lấy đi nước mắt hàng triệu người !!!
969,05/12/2019 ai còn xem ko ? Seagame30 VN đã tiển thái lan về nước rồi !
970,Quá nhiều cảm xúc. Yêu các chàng trai Việt Nam quá 
971,베트남 카타르 월드컵 가서 8강가즈아~~~~~~
972,Việt Nam vô địch
973,"Chúng ta quên không cảm ơn người hi sinh thầm lặng đó là Bác bầu Đức hoàng anh gia lai 
Cảm ơn bác đã tìm huấn luyện viên tuyệt vời đưa Việt Nam hết cảm xúc này đến cảm xúc khác đều là trái ngọt ️"
